"Country","Date","Negative","Positive","Neutral","Total","Prop.negative","boostrap.avg","boostrap.se"
"India",2020-08-09,0,0,0,0,0,0,0
"India",2020-08-10,2,0,6,8,0.25,2.08,0.125271422491043
"India",2020-08-11,3,34,68,105,0.0285714285714286,3.02,0.17522280189242
"India",2020-08-12,4,8,21,33,0.121212121212121,3.82,0.192998665405968
"India",2020-08-13,2,4,18,24,0.0833333333333333,1.91,0.121518174223721
"India",2020-08-14,2,4,16,22,0.0909090909090909,1.96,0.126267313044328
"India",2020-08-15,0,4,8,12,0,0,0
"India",2020-08-16,1,1,4,6,0.166666666666667,0.98,0.0778239401249105
"India",2020-08-17,1,0,4,5,0.2,0.93,0.0807227453457922
"India",2020-08-18,3,1,9,13,0.230769230769231,2.69,0.158078742685058
"India",2020-08-19,2,1,5,8,0.25,1.97,0.130620121580161
"India",2020-08-20,3,2,13,18,0.166666666666667,2.87,0.150188433830857
"India",2020-08-21,2,2,9,13,0.153846153846154,2.02,0.112797306365145
"India",2020-08-22,3,4,9,16,0.1875,2.98,0.155036652557915
"India",2020-08-23,0,2,9,11,0,0,0
"India",2020-08-24,2,0,5,7,0.285714285714286,1.95,0.118385605185561
"India",2020-08-25,1,1,9,11,0.0909090909090909,1,0.0974420314594759
"India",2020-08-26,1,3,4,8,0.125,1.04,0.0898033766884434
"India",2020-08-27,1,0,6,7,0.142857142857143,1.1,0.103961919990354
"India",2020-08-28,0,1,2,3,0,0,0
"India",2020-08-29,1,0,0,1,1,1,0
"India",2020-08-30,0,0,2,2,0,0,0
"India",2020-08-31,0,0,5,5,0,0,0
"India",2020-09-01,0,0,2,2,0,0,0
"India",2020-09-02,5,3,4,12,0.416666666666667,5.19,0.163728649622083
"India",2020-09-03,0,0,3,3,0,0,0
"India",2020-09-04,3,2,4,9,0.333333333333333,2.87,0.146787140603204
"India",2020-09-05,1,0,2,3,0.333333333333333,1.14,0.0841115180860949
"India",2020-09-06,1,0,3,4,0.25,0.94,0.0838709928064729
"India",2020-09-07,2,0,4,6,0.333333333333333,1.86,0.112833120719553
"India",2020-09-08,0,2,5,7,0,0,0
"India",2020-09-09,4,2,18,24,0.166666666666667,3.68,0.17342654836203
"India",2020-09-10,1,1,4,6,0.166666666666667,1.17,0.0910710678203533
"India",2020-09-11,2,1,7,10,0.2,1.96,0.132512625661089
"India",2020-09-12,1,1,8,10,0.1,1.09,0.0985705920453033
"India",2020-09-13,1,2,7,10,0.1,0.97,0.0915136463853751
"India",2020-09-14,1,0,8,9,0.111111111111111,0.94,0.0930080913173959
"India",2020-09-15,1,3,6,10,0.1,1.01,0.0958692291139816
"India",2020-09-16,0,0,7,7,0,0,0
"India",2020-09-17,0,0,2,2,0,0,0
"India",2020-09-18,1,0,7,8,0.125,1.14,0.105428418916113
"India",2020-09-19,0,0,3,3,0,0,0
"India",2020-09-20,1,0,1,2,0.5,1.04,0.0709531072916714
"India",2020-09-21,0,0,6,6,0,0,0
"India",2020-09-22,0,0,0,0,0,0,0
"India",2020-09-23,0,1,8,9,0,0,0
"India",2020-09-24,0,0,1,1,0,0,0
"India",2020-09-25,0,0,0,0,0,0,0
"India",2020-09-26,0,0,0,0,0,0,0
"India",2020-09-27,2,0,3,5,0.4,1.85,0.103840398125336
"India",2020-09-28,1,0,2,3,0.333333333333333,0.99,0.0858645868372245
"India",2020-09-29,1,2,5,8,0.125,0.99,0.0948097510221859
"India",2020-09-30,0,0,3,3,0,0,0
"India",2020-10-01,1,0,0,1,1,1,0
"India",2020-10-02,0,0,0,0,0,0,0
"India",2020-10-03,0,0,0,0,0,0,0
"India",2020-10-04,0,0,0,0,0,0,0
"India",2020-10-05,0,0,0,0,0,0,0
"India",2020-10-06,0,0,0,0,0,0,0
"India",2020-10-07,0,0,0,0,0,0,0
"India",2020-10-08,0,0,0,0,0,0,0
"India",2020-10-09,0,0,1,1,0,0,0
"India",2020-10-10,0,1,5,6,0,0,0
"India",2020-10-11,2,1,0,3,0.666666666666667,1.94,0.0776159933534476
"India",2020-10-12,1,0,4,5,0.2,1.01,0.0797660721273541
"India",2020-10-13,7,1,6,14,0.5,6.9,0.198733362812965
"India",2020-10-14,1,1,5,7,0.142857142857143,1.02,0.0984526753975193
"India",2020-10-15,0,0,13,13,0,0,0
"India",2020-10-16,1,0,3,4,0.25,1.1,0.0958744970882205
"India",2020-10-17,1,0,5,6,0.166666666666667,1.05,0.0978299906506541
"India",2020-10-18,0,1,2,3,0,0,0
"India",2020-10-19,0,1,4,5,0,0,0
